item,choice1,choice2,choice3,choice4,corrAns,givenAns,rt,correct,cond,filename,natural,production,displayOrder,date,hour,min,n,subject,target,expectedprefix,response,vowel_correct,expectedanswer,expectedstem,consonant_correct
buma,mafuma,mufuma,mabuma,mubuma,2,1,5.967032176999965,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,26,2019-05-27,13,10,54,49,target,mu,mafuma,0,mufuma,fuma,1
boze,muboze,mafoze,mufoze,maboze,2,2,4.1187842549998095,1,nat_prod,Natural production_2019_May_27_1310.csv,1,1,27,2019-05-27,13,10,54,49,target,ma,mafoze,1,mafoze,foze,1
caya,mucaya,muzaya,macaya,mazaya,3,3,4.345157551999364,1,nat_prod,Natural production_2019_May_27_1310.csv,1,1,28,2019-05-27,13,10,54,49,filler,ma,macaya,1,macaya,caya,1
cuya,muzuya,macuya,mazuya,mucuya,4,2,7.01563493499998,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,29,2019-05-27,13,10,54,49,filler,mu,macuya,0,mucuya,cuya,1
dezu,musezu,madezu,masezu,musezu,3,2,3.833086543999343,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,30,2019-05-27,13,10,54,49,target,ma,madezu,1,masezu,sezu,0
lawo,muyawo,mayawo,malawo,mulawo,3,3,2.9347269939999023,1,nat_prod,Natural production_2019_May_27_1310.csv,1,1,31,2019-05-27,13,10,54,49,filler,ma,malawo,1,malawo,lawo,1
luwo,mayuwo,muyuwo,muluwo,maluwo,3,3,2.2509299700004703,1,nat_prod,Natural production_2019_May_27_1310.csv,1,1,32,2019-05-27,13,10,54,49,filler,mu,muluwo,1,muluwo,luwo,1
demi,mudemi,musemi,masemi,mademi,3,4,13.13410881100026,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,33,2019-05-27,13,10,54,49,target,ma,mademi,1,masemi,semi,0
dewa,mufawa,mudewa,mafawa,madewa,3,4,1.5509175879997201,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,34,2019-05-27,13,10,54,49,target,ma,madewa,1,mafawa,fawa,0
buze,mafuze,mufuze,mabuze,mubuze,2,3,10.215695589000461,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,35,2019-05-27,13,10,54,49,target,mu,mabuze,0,mufuze,fuze,0
gewu,mahewu,magewu,mugewu,muhewu,1,2,2.7847909739994066,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,36,2019-05-27,13,10,54,49,target,ma,magewu,1,mahewu,hewu,0
gazu,mahazu,mugazu,magazu,muhazu,1,3,2.5031082250006875,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,37,2019-05-27,13,10,54,49,target,ma,magazu,1,mahazu,hazu,0
gumo,mugumo,muhumo,mahumo,mahumo,2,3,9.749060167999232,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,38,2019-05-27,13,10,54,49,target,mu,mahumo,0,muhumo,humo,1
yecu,muyecu,malecu,mulecu,mayecu,4,1,6.896299472999999,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,39,2019-05-27,13,10,54,49,filler,ma,muyecu,0,mayecu,yecu,1
yazu,malazu,mulazu,muyazu,mayazu,4,4,4.467603338000117,1,nat_prod,Natural production_2019_May_27_1310.csv,1,1,40,2019-05-27,13,10,54,49,filler,ma,mayazu,1,mayazu,yazu,1
gume,magume,muhume,mugume,mahume,2,1,3.3349904189999506,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,41,2019-05-27,13,10,54,49,target,mu,magume,0,muhume,hume,0
ceyu,mazeyu,muceyu,muzeyu,maceyu,4,1,2.6708211400000437,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,42,2019-05-27,13,10,54,49,filler,ma,mazeyu,1,maceyu,ceyu,0
bome,mubome,mafome,mufome,mubayu,2,1,3.217255113999272,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,43,2019-05-27,13,10,54,49,target,ma,mubome,0,mafome,fome,0
dume,madume,masume,musume,mudume,3,1,1.9076204129996768,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,44,2019-05-27,13,10,54,49,target,mu,madume,0,musume,sume,0
bayu,mubayu,mafayu,mufayu,mabayu,2,2,2.2346551729997373,1,nat_prod,Natural production_2019_May_27_1310.csv,1,1,45,2019-05-27,13,10,54,49,target,ma,mafayu,1,mafayu,fayu,1
geza,maheza,muheza,mugeza,mageza,1,3,3.9653285710001,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,46,2019-05-27,13,10,54,49,target,ma,mugeza,0,maheza,heza,0
guli,maguli,muhuli,mahuli,muguli,2,1,1.3047208029993271,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,47,2019-05-27,13,10,54,49,target,mu,maguli,0,muhuli,huli,0
gunu,magunu,muhunu,mahunu,mugunu,2,1,1.0355526859993915,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,48,2019-05-27,13,10,54,49,target,mu,magunu,0,muhunu,hunu,0
zawo,muzawo,macawo,mucawo,mazawo,4,2,2.284450507000656,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,49,2019-05-27,13,10,54,49,filler,ma,macawo,1,mazawo,zawo,0
guce,muhuce,mahuce,muguce,maguce,1,4,3.3673982600003,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,50,2019-05-27,13,10,54,49,target,mu,maguce,0,muhuce,huce,0
yuca,maluca,muluca,mayuca,muyuca,4,3,5.151301238000087,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,51,2019-05-27,13,10,54,49,filler,mu,mayuca,0,muyuca,yuca,1
buna,mubuna,mufuna,mabuna,mafuna,2,3,2.775907310000548,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,52,2019-05-27,13,10,54,49,target,mu,mabuna,0,mufuna,funa,0
geye,maheye,muheye,mageye,mugeye,1,3,1.1529163260001951,0,nat_prod,Natural production_2019_May_27_1310.csv,1,1,53,2019-05-27,13,10,54,49,target,ma,mageye,1,maheye,heye,0
baca,mubaca,mafaca,mufaca,mabaca,2,2,1.9181314589995964,1,nat_prod,Natural production_2019_May_27_1310.csv,1,1,54,2019-05-27,13,10,54,49,target,ma,mafaca,1,mafaca,faca,1
cuya,muzuya,macuya,mazuya,mucuya,4,2,11.815231714999982,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,1,2019-05-27,10,5,54,44,filler,mu,macuya,0,mucuya,cuya,1
buze,mafuze,mufuze,mabuze,mubuze,2,2,9.416451714000004,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,2,2019-05-27,10,5,54,44,target,mu,mufuze,1,mufuze,fuze,1
gece,mahece,mugece,muhece,magece,1,4,6.350914627999828,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,3,2019-05-27,10,5,54,44,target,ma,magece,1,mahece,hece,0
dumu,mudumu,madumu,musumu,masumu,3,3,6.983101008999938,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,4,2019-05-27,10,5,54,44,target,mu,musumu,1,musumu,sumu,1
luwo,mayuwo,muyuwo,muluwo,maluwo,3,3,6.799966454000014,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,5,2019-05-27,10,5,54,44,filler,mu,muluwo,1,muluwo,luwo,1
yuca,maluca,muluca,mayuca,muyuca,4,4,15.246592023000176,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,6,2019-05-27,10,5,54,44,filler,mu,muyuca,1,muyuca,yuca,1
dume,madume,masume,musume,mudume,3,3,6.928105533999997,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,7,2019-05-27,10,5,54,44,target,mu,musume,1,musume,sume,1
boze,muboze,mafoze,mufoze,maboze,2,2,10.182147840000198,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,8,2019-05-27,10,5,54,44,target,ma,mafoze,1,mafoze,foze,1
yecu,muyecu,malecu,mulecu,mayecu,4,4,2.7007983000000877,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,9,2019-05-27,10,5,54,44,filler,ma,mayecu,1,mayecu,yecu,1
dezu,musezu,madezu,masezu,musezu,3,3,10.828780586999983,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,10,2019-05-27,10,5,54,44,target,ma,masezu,1,masezu,sezu,1
gace,mahace,magace,mugace,muhace,1,2,4.617907238000043,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,11,2019-05-27,10,5,54,44,target,ma,magace,1,mahace,hace,0
geye,maheye,muheye,mageye,mugeye,1,3,24.529036899999937,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,12,2019-05-27,10,5,54,44,target,ma,mageye,1,maheye,heye,0
dule,masule,madule,musule,mudule,3,3,12.398451025999975,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,13,2019-05-27,10,5,54,44,target,mu,musule,1,musule,sule,1
caya,mucaya,muzaya,macaya,mazaya,3,3,2.5024091860000226,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,14,2019-05-27,10,5,54,44,filler,ma,macaya,1,macaya,caya,1
bayu,mubayu,mafayu,mufayu,mabayu,2,3,6.133800595999901,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,15,2019-05-27,10,5,54,44,target,ma,mufayu,0,mafayu,fayu,1
yazu,malazu,mulazu,muyazu,mayazu,4,4,4.129010156000049,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,16,2019-05-27,10,5,54,44,filler,ma,mayazu,1,mayazu,yazu,1
guwu,mahuwu,muhuwu,maguwu,muguwu,2,2,16.263434490999998,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,17,2019-05-27,10,5,54,44,target,mu,muhuwu,1,muhuwu,huwu,1
guce,muhuce,mahuce,muguce,maguce,1,2,14.066318145999958,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,18,2019-05-27,10,5,54,44,target,mu,mahuce,0,muhuce,huce,1
cuyu,mazuyu,muzuyu,macuyu,mucuyu,4,3,6.3006811539999035,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,19,2019-05-27,10,5,54,44,filler,mu,macuyu,0,mucuyu,cuyu,1
bome,mubome,mafome,mufome,mubayu,2,2,10.18346125800008,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,20,2019-05-27,10,5,54,44,target,ma,mafome,1,mafome,fome,1
duwa,maduwa,muduwa,musuwa,masuwa,3,4,10.115950501999805,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,21,2019-05-27,10,5,54,44,target,mu,masuwa,0,musuwa,suwa,1
gamo,mahamo,mugamo,magamo,muhamo,1,1,4.9158080480001445,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,22,2019-05-27,10,5,54,44,target,ma,mahamo,1,mahamo,hamo,1
bonu,mabonu,mafonu,mubonu,mufonu,2,2,6.600717509999868,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,23,2019-05-27,10,5,54,44,target,ma,mafonu,1,mafonu,fonu,1
leya,muleya,mayeya,maleya,muyeya,3,3,9.699016164000113,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,24,2019-05-27,10,5,54,44,filler,ma,maleya,1,maleya,leya,1
liya,muyiya,muliya,maliya,mayiya,3,3,12.447488956999905,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,25,2019-05-27,10,5,54,44,filler,ma,maliya,1,maliya,liya,1
gumo,mugumo,muhumo,mahumo,mahumo,2,2,9.971509043999959,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,26,2019-05-27,10,5,54,44,target,mu,muhumo,1,muhumo,humo,1
gewu,mahewu,magewu,mugewu,muhewu,1,4,16.667660837000085,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,27,2019-05-27,10,5,54,44,target,ma,muhewu,0,mahewu,hewu,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,1,13.865169699000035,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,28,2019-05-27,10,5,54,44,filler,mu,mayuwo,0,muyuwo,yuwo,1
bazu,mabazu,mafazu,mufazu,mubazu,2,3,7.982686805999947,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,29,2019-05-27,10,5,54,44,target,ma,mufazu,0,mafazu,fazu,1
gami,mahami,muhami,mugami,magami,1,1,3.18437757699985,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,30,2019-05-27,10,5,54,44,target,ma,mahami,1,mahami,hami,1
dewa,mufawa,mudewa,mafawa,madewa,3,1,6.287115480000011,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,31,2019-05-27,10,5,54,44,target,ma,mufawa,0,mafawa,fawa,1
ceyu,mazeyu,muceyu,muzeyu,maceyu,4,2,5.089970477999941,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,32,2019-05-27,10,5,54,44,filler,ma,muceyu,0,maceyu,ceyu,1
zawo,muzawo,macawo,mucawo,mazawo,4,2,3.8678366599999663,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,33,2019-05-27,10,5,54,44,filler,ma,macawo,1,mazawo,zawo,0
zewo,macewo,muzewo,mucewo,mazewo,4,3,5.58444352000015,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,34,2019-05-27,10,5,54,44,filler,ma,mucewo,0,mazewo,zewo,0
ceya,mazeya,muzeya,muceya,maceya,4,4,3.45039504999977,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,35,2019-05-27,10,5,54,44,filler,ma,maceya,1,maceya,ceya,1
gazu,mahazu,mugazu,magazu,muhazu,1,3,5.4384730859997035,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,36,2019-05-27,10,5,54,44,target,ma,magazu,1,mahazu,hazu,0
dewo,musewo,madewo,masewo,mudewo,3,3,15.895198491999963,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,37,2019-05-27,10,5,54,44,target,ma,masewo,1,masewo,sewo,1
demi,mudemi,musemi,masemi,mademi,3,3,4.950333894000323,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,38,2019-05-27,10,5,54,44,target,ma,masemi,1,masemi,semi,1
geza,maheza,muheza,mugeza,mageza,1,4,8.942228782999791,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,39,2019-05-27,10,5,54,44,target,ma,mageza,1,maheza,heza,0
gecu,mahecu,mugecu,muhecu,magecu,1,2,4.305570868999894,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,40,2019-05-27,10,5,54,44,target,ma,mugecu,0,mahecu,hecu,0
zuyu,mazuyu,mucuyu,macuyu,muzuyu,4,3,3.7462611460000517,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,41,2019-05-27,10,5,54,44,filler,mu,macuyu,0,muzuyu,zuyu,0
gaya,mahaya,magaya,mugaya,muhaya,1,2,8.432784727000126,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,42,2019-05-27,10,5,54,44,target,ma,magaya,1,mahaya,haya,0
gemi,mahemi,muhemi,magemi,mugemi,1,3,9.581319124999936,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,43,2019-05-27,10,5,54,44,target,ma,magemi,1,mahemi,hemi,0
buma,mafuma,mufuma,mabuma,mubuma,2,1,4.217095557999983,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,44,2019-05-27,10,5,54,44,target,mu,mafuma,0,mufuma,fuma,1
baca,mubaca,mafaca,mufaca,mabaca,2,3,7.86919817900025,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,45,2019-05-27,10,5,54,44,target,ma,mufaca,0,mafaca,faca,1
gunu,magunu,muhunu,mahunu,mugunu,2,4,6.18871603100024,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,46,2019-05-27,10,5,54,44,target,mu,mugunu,1,muhunu,hunu,0
gume,magume,muhume,mugume,mahume,2,1,10.70825066899988,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,47,2019-05-27,10,5,54,44,target,mu,magume,0,muhume,hume,0
galu,mahalu,muhalu,magalu,mugalu,1,3,14.515130714999941,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,48,2019-05-27,10,5,54,44,target,ma,magalu,1,mahalu,halu,0
deyu,mudeyu,museyu,maseyu,madeyu,3,3,3.7177356950001013,1,nat_prod,Natural production_2019_May_27_1005.csv,1,1,49,2019-05-27,10,5,54,44,target,ma,maseyu,1,maseyu,seyu,1
guli,maguli,muhuli,mahuli,muguli,2,4,11.581393324000146,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,50,2019-05-27,10,5,54,44,target,mu,muguli,1,muhuli,huli,0
yani,malani,muyani,mulani,mayani,4,2,6.618751011999848,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,51,2019-05-27,10,5,54,44,filler,ma,muyani,0,mayani,yani,1
zeyu,muzeyu,muceyu,maceyu,mazeyu,4,3,4.950141602999793,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,52,2019-05-27,10,5,54,44,filler,ma,maceyu,1,mazeyu,zeyu,0
buna,mubuna,mufuna,mabuna,mafuna,2,4,3.6683280000002014,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,53,2019-05-27,10,5,54,44,target,mu,mafuna,0,mufuna,funa,1
lawo,muyawo,mayawo,malawo,mulawo,3,2,12.68234313999983,0,nat_prod,Natural production_2019_May_27_1005.csv,1,1,54,2019-05-27,10,5,54,44,filler,ma,mayawo,1,malawo,lawo,0
gecu,mahecu,mugecu,muhecu,magecu,1,1,8.428294763012673,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,1,2019-05-17,13,26,54,2,target,ma,mahecu,1,mahecu,hecu,1
yuca,maluca,muluca,mayuca,muyuca,4,3,3.760802713994053,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,2,2019-05-17,13,26,54,2,filler,mu,mayuca,0,muyuca,yuca,1
yani,malani,muyani,mulani,mayani,4,4,4.735096149990568,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,3,2019-05-17,13,26,54,2,filler,ma,mayani,1,mayani,yani,1
guli,maguli,muhuli,mahuli,muguli,2,1,6.150853646002361,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,4,2019-05-17,13,26,54,2,target,mu,maguli,0,muhuli,huli,0
gewu,mahewu,magewu,mugewu,muhewu,1,2,4.085057146003237,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,5,2019-05-17,13,26,54,2,target,ma,magewu,1,mahewu,hewu,0
luwo,mayuwo,muyuwo,muluwo,maluwo,3,4,6.4841723650024505,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,6,2019-05-17,13,26,54,2,filler,mu,maluwo,0,muluwo,luwo,1
duwa,maduwa,muduwa,musuwa,masuwa,3,3,2.917891935998341,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,7,2019-05-17,13,26,54,2,target,mu,musuwa,1,musuwa,suwa,1
gaya,mahaya,magaya,mugaya,muhaya,1,3,9.516859194001881,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,8,2019-05-17,13,26,54,2,target,ma,mugaya,0,mahaya,haya,0
yazu,malazu,mulazu,muyazu,mayazu,4,3,6.6718093610106735,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,9,2019-05-17,13,26,54,2,filler,ma,muyazu,0,mayazu,yazu,1
demi,mudemi,musemi,masemi,mademi,3,1,6.000467596997623,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,10,2019-05-17,13,26,54,2,target,ma,mudemi,0,masemi,semi,0
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,1,3.1184620470012305,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,11,2019-05-17,13,26,54,2,filler,mu,mayuwo,0,muyuwo,yuwo,1
buze,mafuze,mufuze,mabuze,mubuze,2,1,2.8532735949993366,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,12,2019-05-17,13,26,54,2,target,mu,mafuze,0,mufuze,fuze,1
zawo,muzawo,macawo,mucawo,mazawo,4,4,3.317927611991763,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,13,2019-05-17,13,26,54,2,filler,ma,mazawo,1,mazawo,zawo,1
gunu,magunu,muhunu,mahunu,mugunu,2,1,4.052830578002613,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,14,2019-05-17,13,26,54,2,target,mu,magunu,0,muhunu,hunu,0
gami,mahami,muhami,mugami,magami,1,3,3.7192569380131317,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,15,2019-05-17,13,26,54,2,target,ma,mugami,0,mahami,hami,0
gume,magume,muhume,mugume,mahume,2,3,2.2688861250062473,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,16,2019-05-17,13,26,54,2,target,mu,mugume,1,muhume,hume,0
galu,mahalu,muhalu,magalu,mugalu,1,4,3.398766191996401,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,17,2019-05-17,13,26,54,2,target,ma,mugalu,0,mahalu,halu,0
zuyu,mazuyu,mucuyu,macuyu,muzuyu,4,1,3.7483387219981523,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,18,2019-05-17,13,26,54,2,filler,mu,mazuyu,0,muzuyu,zuyu,1
bayu,mubayu,mafayu,mufayu,mabayu,2,2,1.7737257250119,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,19,2019-05-17,13,26,54,2,target,ma,mafayu,1,mafayu,fayu,1
buma,mafuma,mufuma,mabuma,mubuma,2,1,2.8015148639969993,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,20,2019-05-17,13,26,54,2,target,mu,mafuma,0,mufuma,fuma,1
gemi,mahemi,muhemi,magemi,mugemi,1,3,1.7521028240007581,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,21,2019-05-17,13,26,54,2,target,ma,magemi,1,mahemi,hemi,0
bome,mubome,mafome,mufome,mubayu,2,2,6.652145102998475,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,22,2019-05-17,13,26,54,2,target,ma,mafome,1,mafome,fome,1
zeyu,muzeyu,muceyu,maceyu,mazeyu,4,4,3.322506999989855,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,23,2019-05-17,13,26,54,2,filler,ma,mazeyu,1,mazeyu,zeyu,1
yecu,muyecu,malecu,mulecu,mayecu,4,4,2.701688732006005,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,24,2019-05-17,13,26,54,2,filler,ma,mayecu,1,mayecu,yecu,1
gace,mahace,magace,mugace,muhace,1,2,2.838619545000256,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,25,2019-05-17,13,26,54,2,target,ma,magace,1,mahace,hace,0
guce,muhuce,mahuce,muguce,maguce,1,3,4.0324844059941825,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,26,2019-05-17,13,26,54,2,target,mu,muguce,1,muhuce,huce,0
lawo,muyawo,mayawo,malawo,mulawo,3,4,3.4713625209988095,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,27,2019-05-17,13,26,54,2,filler,ma,mulawo,0,malawo,lawo,1
zewo,macewo,muzewo,mucewo,mazewo,4,4,2.5637246650003362,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,28,2019-05-17,13,26,54,2,filler,ma,mazewo,1,mazewo,zewo,1
gazu,mahazu,mugazu,magazu,muhazu,1,2,3.788636169003439,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,29,2019-05-17,13,26,54,2,target,ma,mugazu,0,mahazu,hazu,0
boze,muboze,mafoze,mufoze,maboze,2,2,5.467723806999857,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,30,2019-05-17,13,26,54,2,target,ma,mafoze,1,mafoze,foze,1
dezu,musezu,madezu,masezu,musezu,3,3,5.133653013996081,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,31,2019-05-17,13,26,54,2,target,ma,masezu,1,masezu,sezu,1
bonu,mabonu,mafonu,mubonu,mufonu,2,2,4.203155800001696,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,32,2019-05-17,13,26,54,2,target,ma,mafonu,1,mafonu,fonu,1
ceya,mazeya,muzeya,muceya,maceya,4,4,4.034796125997673,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,33,2019-05-17,13,26,54,2,filler,ma,maceya,1,maceya,ceya,1
dewa,mufawa,mudewa,mafawa,madewa,3,3,5.567800760996761,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,34,2019-05-17,13,26,54,2,target,ma,mafawa,1,mafawa,fawa,1
guwu,mahuwu,muhuwu,maguwu,muguwu,2,4,4.2511358599876985,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,35,2019-05-17,13,26,54,2,target,mu,muguwu,1,muhuwu,huwu,0
dume,madume,masume,musume,mudume,3,3,4.741554138992797,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,36,2019-05-17,13,26,54,2,target,mu,musume,1,musume,sume,1
deyu,mudeyu,museyu,maseyu,madeyu,3,3,4.816662147000898,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,37,2019-05-17,13,26,54,2,target,ma,maseyu,1,maseyu,seyu,1
cuya,muzuya,macuya,mazuya,mucuya,4,2,1.905580001999624,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,38,2019-05-17,13,26,54,2,filler,mu,macuya,0,mucuya,cuya,1
bazu,mabazu,mafazu,mufazu,mubazu,2,2,3.50124979300017,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,39,2019-05-17,13,26,54,2,target,ma,mafazu,1,mafazu,fazu,1
geye,maheye,muheye,mageye,mugeye,1,3,1.7191350720095215,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,40,2019-05-17,13,26,54,2,target,ma,mageye,1,maheye,heye,0
dumu,mudumu,madumu,musumu,masumu,3,4,2.968431496003177,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,41,2019-05-17,13,26,54,2,target,mu,masumu,0,musumu,sumu,1
gece,mahece,mugece,muhece,magece,1,4,2.702081466995878,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,42,2019-05-17,13,26,54,2,target,ma,magece,1,mahece,hece,0
buna,mubuna,mufuna,mabuna,mafuna,2,4,6.018370117992163,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,43,2019-05-17,13,26,54,2,target,mu,mafuna,0,mufuna,funa,1
geza,maheza,muheza,mugeza,mageza,1,4,2.2026897460018517,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,44,2019-05-17,13,26,54,2,target,ma,mageza,1,maheza,heza,0
leya,muleya,mayeya,maleya,muyeya,3,1,1.5693622609978775,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,45,2019-05-17,13,26,54,2,filler,ma,muleya,0,maleya,leya,1
liya,muyiya,muliya,maliya,mayiya,3,3,3.648650318995351,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,46,2019-05-17,13,26,54,2,filler,ma,maliya,1,maliya,liya,1
gumo,mugumo,muhumo,mahumo,mahumo,2,1,5.918794675002573,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,47,2019-05-17,13,26,54,2,target,mu,mugumo,1,muhumo,humo,0
dewo,musewo,madewo,masewo,mudewo,3,3,11.581878638986382,1,nat_prod,Natural production_2019_May_17_1326.csv,1,1,48,2019-05-17,13,26,54,2,target,ma,masewo,1,masewo,sewo,1
gamo,mahamo,mugamo,magamo,muhamo,1,3,2.038721110991901,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,49,2019-05-17,13,26,54,2,target,ma,magamo,1,mahamo,hamo,0
cuyu,mazuyu,muzuyu,macuyu,mucuyu,4,3,2.4190577940025833,0,nat_prod,Natural production_2019_May_17_1326.csv,1,1,50,2019-05-17,13,26,54,2,filler,mu,macuyu,0,mucuyu,cuyu,1
